taxid	parent_taxid	assemblies_count	biosamples_count	institutes_count	countries_count	biosamples_with_coordinates_count	rank	scientific_name
771787	465452	2	2	2	1	0	species	Neodon fuscus
2613871	465452	1	1	1	1	0	species	Neodon shergylaensis
10049	39087	2	2	2	0	0	genus	Arvicola
1047088	10049	2	2	2	0	0	species	Arvicola amphibius
269648	39087	2	2	1	1	2	genus	Chionomys
269649	269648	2	2	1	1	2	species	Chionomys nivalis
13014	39087	2	2	1	1	2	genus	Clethrionomys
537920	13014	2	2	1	1	2	species	Clethrionomys rutilus
399233	39087	2	2	1	0	0	genus	Lasiopodomys
407171	399233	1	1	1	0	0	species	Lasiopodomys brandtii
399234	399233	1	1	1	0	0	species	Lasiopodomys mandarinus
85951	39087	1	1	1	1	0	genus	Dicrostonyx
85952	85951	1	1	1	1	0	species	Dicrostonyx torquatus
39083	39087	1	1	1	0	0	genus	Ellobius
329620	39083	1	1	1	0	0	species	Ellobius talpinus
79948	39087	1	1	1	1	1	genus	Lemmus
79949	79948	1	1	1	1	1	species	Lemmus lemmus
10059	39087	1	1	1	0	0	genus	Ondatra
10060	10059	1	1	1	0	0	species	Ondatra zibethicus
337963	337677	39	39	17	4	9	subfamily	Neotominae
10040	337963	26	26	12	4	4	genus	Peromyscus
10042	10040	10	10	5	2	2	species	Peromyscus maniculatus
230844	10042	3	3	3	0	0	subspecies	Peromyscus maniculatus bairdii
372063	10042	2	2	1	1	2	subspecies	Peromyscus maniculatus sonoriensis
3406445	10042	1	1	1	0	0	subspecies	Peromyscus maniculatus gambelii
754487	10042	1	1	1	0	0	subspecies	Peromyscus maniculatus nubiterrae
3080742	10042	1	1	1	0	0	subspecies	Peromyscus maniculatus rubidus
42410	10040	3	3	2	1	0	species	Peromyscus eremicus
42411	10040	2	2	1	1	2	species	Peromyscus gossypinus
3701075	42411	2	2	1	1	2	subspecies	Peromyscus gossypinus allapaticola
273385	10040	2	2	1	1	0	species	Peromyscus keeni
10041	10040	2	2	2	1	0	species	Peromyscus leucopus
42413	10040	2	2	2	1	0	species	Peromyscus polionotus
369710	42413	2	2	2	1	0	subspecies	Peromyscus polionotus subgriseus
97206	10040	1	1	1	1	0	species	Peromyscus attwateri
57100	10040	1	1	1	1	0	species	Peromyscus aztecus
42520	10040	1	1	1	0	0	species	Peromyscus californicus
564181	42520	1	1	1	0	0	subspecies	Peromyscus californicus insignis
246392	10040	1	1	1	1	0	species	Peromyscus melanophrys
162314	10040	1	1	1	1	0	species	Peromyscus nudipes
38667	337963	7	7	3	0	0	genus	Onychomys
38674	38667	3	3	3	0	0	species	Onychomys torridus
38679	38667	2	2	1	0	0	species	Onychomys arenicola
38668	38667	2	2	1	0	0	species	Onychomys leucogaster
42407	337963	3	3	2	1	2	genus	Neotoma
42409	42407	2	2	1	1	2	species	Neotoma floridana
56216	42407	1	1	1	1	0	species	Neotoma lepida
44233	337963	2	2	1	1	2	genus	Reithrodontomys
44234	44233	2	2	1	1	2	species	Reithrodontomys megalotis
3079464	44234	2	2	1	1	2	subspecies	Reithrodontomys megalotis longicaudus
56235	337963	1	1	1	1	1	genus	Scotinomys
56236	56235	1	1	1	1	1	species	Scotinomys teguina
10026	337677	21	21	18	5	2	subfamily	Cricetinae
10028	10026	10	10	7	3	1	genus	Cricetulus
10029	10028	10	10	7	3	1	species	Cricetulus griseus
10035	10026	4	4	4	0	0	genus	Mesocricetus
10036	10035	4	4	4	0	0	species	Mesocricetus auratus
3711089	10026	3	3	3	0	0	genus	Cricetiscus
3774379	3711089	3	3	3	0	0	species	Cricetiscus sungorus
10033	10026	2	2	2	2	1	genus	Cricetus
10034	10033	2	2	2	2	1	species	Cricetus cricetus
10043	10026	2	2	2	0	0	genus	Phodopus
109678	10043	2	2	2	0	0	species	Phodopus roborovskii
40141	337677	7	7	6	3	4	subfamily	Sigmodontinae
42414	40141	3	3	3	1	0	genus	Sigmodon
42415	42414	3	3	3	1	0	species	Sigmodon hispidus
29120	40141	2	2	1	1	2	genus	Oligoryzomys
37017	29120	2	2	1	1	2	species	Oligoryzomys nigripes
79919	40141	1	1	1	1	1	genus	Holochilus
2975443	79919	1	1	1	1	1	species	Holochilus nanus
56231	40141	1	1	1	0	1	genus	Phyllotis
2804059	56231	1	1	1	0	1	species	Phyllotis vaccarum
3370996	337677	2	2	1	0	0	genus	Bramus
3370998	3370996	2	2	1	0	0	species	Bramus lutescens
337664	337687	10	10	5	2	0	family	Spalacidae
106348	337664	7	7	2	1	0	subfamily	Myospalacinae
146131	106348	4	4	2	1	0	genus	Eospalax
146134	146131	3	3	2	1	0	species	Eospalax fontanierii
146132	146134	1	1	1	1	0	subspecies	Eospalax fontanierii baileyi
146133	146134	1	1	1	1	0	subspecies	Eospalax fontanierii cansus
146137	146131	1	1	1	1	0	species	Eospalax rufescens
106349	106348	3	3	2	1	0	genus	Myospalax
146129	106349	2	2	2	1	0	species	Myospalax psilurus
213498	106349	1	1	1	1	0	species	Myospalax aspalax
53273	337664	2	2	2	1	0	subfamily	Rhizomyinae
53274	53273	2	2	2	1	0	genus	Rhizomys
53275	53274	2	2	2	1	0	species	Rhizomys pruinosus
10061	337664	1	1	1	1	0	subfamily	Spalacinae
30636	10061	1	1	1	1	0	genus	Nannospalax
1026970	30636	1	1	1	1	0	species	Nannospalax galili
337673	337687	3	3	3	1	1	family	Nesomyidae
40142	337673	3	3	3	1	1	subfamily	Cricetomyinae
10084	40142	2	2	2	0	0	genus	Cricetomys
1157628	10084	1	1	1	0	0	species	Cricetomys ansorgei
10085	10084	1	1	1	0	0	species	Cricetomys gambianus
106346	40142	1	1	1	1	1	genus	Saccostomus
122953	106346	1	1	1	1	1	species	Saccostomus campestris
687453	337687	1	1	1	1	1	family	Platacanthomyidae
687454	687453	1	1	1	1	1	genus	Typhlomys
687455	687454	1	1	1	1	1	species	Typhlomys cinereus
1963761	1963758	15	15	5	3	8	superfamily	Dipodoidea
30648	1963761	15	15	5	3	8	family	Dipodidae
98659	30648	5	5	2	1	4	subfamily	Zapodinae
98660	98659	5	5	2	1	4	genus	Zapus
160400	98660	5	5	2	1	4	species	Zapus hudsonius
289492	160400	2	2	1	1	2	subspecies	Zapus hudsonius luteus
289486	160400	2	2	1	1	2	subspecies	Zapus hudsonius preblei
35737	30648	4	4	3	1	2	subfamily	Dipodinae
48867	35737	3	3	2	1	2	genus	Jaculus
51337	48867	3	3	2	1	2	species	Jaculus jaculus
73862	35737	1	1	1	0	0	genus	Dipus
73863	73862	1	1	1	0	0	species	Dipus sagitta
35734	30648	3	3	3	1	0	subfamily	Allactaginae
2776189	35734	3	3	3	1	0	genus	Orientallactaga
234626	2776189	2	2	2	1	0	species	Orientallactaga sibirica
1041416	2776189	1	1	1	0	0	species	Orientallactaga bullata
52905	30648	2	2	1	1	2	subfamily	Sicistinae
52906	52905	2	2	1	1	2	genus	Sicista
3370786	52906	2	2	1	1	2	species	Sicista trizona
1041409	30648	1	1	1	1	0	subfamily	Cardiocraniinae
1041414	1041409	1	1	1	1	0	genus	Salpingotus
1385376	1041414	1	1	1	1	0	species	Salpingotus crassicauda
33553	9989	63	63	31	9	25	suborder	Sciuromorpha
55153	33553	53	53	30	7	19	family	Sciuridae
337726	55153	34	34	24	5	15	subfamily	Xerinae
337730	337726	33	33	23	5	15	tribe	Marmotini
9992	337730	14	14	11	4	5	genus	Marmota
9995	9992	5	5	5	1	3	species	Marmota monax
93162	9992	3	3	2	1	2	species	Marmota flaviventris
93167	9992	3	3	2	1	0	species	Marmota vancouverensis
93163	9992	2	2	2	1	0	species	Marmota himalayana
9993	9992	1	1	1	1	0	species	Marmota marmota
9994	9993	1	1	1	1	0	subspecies	Marmota marmota marmota
1141640	337730	6	6	5	1	2	genus	Ictidomys
43179	1141640	6	6	5	1	2	species	Ictidomys tridecemlineatus
9996	337730	3	3	2	2	2	genus	Spermophilus
9997	9996	2	2	1	1	2	species	Spermophilus citellus
99837	9996	1	1	1	1	0	species	Spermophilus dauricus
1141645	337730	3	3	2	1	3	genus	Urocitellus
9999	1141645	3	3	2	1	3	species	Urocitellus parryii
1141637	337730	2	2	1	1	2	genus	Callospermophilus
76772	1141637	2	2	1	1	2	species	Callospermophilus lateralis
45478	337730	2	2	2	1	0	genus	Cynomys
45479	45478	1	1	1	1	0	species	Cynomys gunnisoni
45480	45478	1	1	1	1	0	species	Cynomys ludovicianus
13712	337730	2	2	2	1	0	genus	Tamias
64680	13712	2	2	2	1	0	species	Tamias sibiricus
1048899	337730	1	1	1	1	1	genus	Otospermophilus
34862	1048899	1	1	1	1	1	species	Otospermophilus beecheyi
337729	337726	1	1	1	0	0	tribe	Xerini
226859	337729	1	1	1	0	0	genus	Xerus
226860	226859	1	1	1	0	0	species	Xerus rutilus
9991	55153	18	18	9	4	4	subfamily	Sciurinae
337752	9991	7	7	4	0	0	tribe	Sciurini
10001	337752	7	7	4	0	0	genus	Sciurus
30640	10001	4	4	3	0	0	species	Sciurus carolinensis
55149	10001	2	2	1	0	0	species	Sciurus vulgaris
34861	10001	1	1	1	0	0	species	Sciurus niger
337822	9991	6	6	2	2	4	tribe	Tamiasciurini
10008	337822	6	6	2	2	4	genus	Tamiasciurus
10009	10008	6	6	2	2	4	species	Tamiasciurus hudsonicus
694477	10009	2	2	1	1	2	subspecies	Tamiasciurus hudsonicus grahamensis
337748	9991	5	5	4	3	0	tribe	Pteromyini
45481	337748	3	3	2	1	0	genus	Glaucomys
45482	45481	2	2	1	1	0	species	Glaucomys sabrinus
64683	45481	1	1	1	0	0	species	Glaucomys volans
100944	337748	1	1	1	1	0	genus	Hylopetes
100945	100944	1	1	1	1	0	species	Hylopetes phayrei
55151	337748	1	1	1	1	0	genus	Pteromys
55152	55151	1	1	1	1	0	species	Pteromys volans
3371072	55153	1	1	1	0	0	genus	Geosciurus
3371099	3371072	1	1	1	0	0	species	Geosciurus inauris
30650	33553	9	9	3	2	6	family	Gliridae
51343	30650	3	3	2	1	2	subfamily	Glirinae
41260	51343	3	3	2	1	2	genus	Glis
41261	41260	3	3	2	1	2	species	Glis glis
39081	30650	3	3	2	1	2	genus	Muscardinus
39082	39081	3	3	2	1	2	species	Muscardinus avellanarius
55143	30650	2	2	1	1	2	subfamily	Leithiinae
53276	55143	2	2	1	1	2	genus	Eliomys
53277	53276	2	2	1	1	2	species	Eliomys quercinus
51344	30650	1	1	1	0	0	subfamily	Graphiurinae
51345	51344	1	1	1	0	0	genus	Graphiurus
51346	51345	1	1	1	0	0	species	Graphiurus murinus
51340	33553	1	1	1	0	0	family	Aplodontiidae
51341	51340	1	1	1	0	0	genus	Aplodontia
51342	51341	1	1	1	0	0	species	Aplodontia rufa
33550	9989	45	45	21	8	7	suborder	Hystricomorpha
10167	33550	14	14	10	2	0	family	Bathyergidae
10180	10167	11	11	7	0	0	genus	Heterocephalus
10181	10180	11	11	7	0	0	species	Heterocephalus glaber
423606	10167	3	3	3	2	0	genus	Fukomys
885580	423606	2	2	2	1	0	species	Fukomys damarensis
261002	423606	1	1	1	1	0	species	Fukomys anselli
10139	33550	6	6	5	2	0	family	Caviidae
10140	10139	5	5	5	2	0	genus	Cavia
10141	10140	3	3	3	2	0	species	Cavia porcellus
37548	10140	1	1	1	0	0	species	Cavia aperea
143287	10140	1	1	1	0	0	species	Cavia tschudii
29090	10139	1	1	1	0	0	genus	Dolichotis
29091	29090	1	1	1	0	0	species	Dolichotis patagonum
30649	33550	4	4	3	2	3	family	Erethizontidae
34843	30649	3	3	2	2	3	genus	Erethizon
34844	34843	3	3	2	2	3	species	Erethizon dorsatum
43319	30649	1	1	1	0	0	genus	Coendou
187985	43319	1	1	1	0	0	species	Coendou prehensilis
10164	33550	3	3	2	1	2	family	Ctenodactylidae
10165	10164	3	3	2	1	2	genus	Ctenodactylus
10166	10165	3	3	2	1	2	species	Ctenodactylus gundi
10147	33550	3	3	3	1	1	family	Hydrochaeridae
10148	10147	3	3	3	1	1	genus	Hydrochoerus
10149	10148	3	3	3	1	1	species	Hydrochoerus hydrochaeris
10158	33550	3	3	2	1	0	family	Octodontidae
10159	10158	1	1	1	0	0	genus	Octodon
10160	10159	1	1	1	0	0	species	Octodon degus
135582	10158	1	1	1	1	0	genus	Octomys
135583	135582	1	1	1	1	0	species	Octomys mimax
61881	10158	1	1	1	1	0	genus	Tympanoctomys
61882	61881	1	1	1	1	0	species	Tympanoctomys barrerae
10135	33550	2	2	2	1	0	family	Hystricidae
10136	10135	2	2	2	1	0	genus	Hystrix
143286	10136	1	1	1	1	0	species	Hystrix brachyura
10137	10136	1	1	1	0	0	species	Hystrix cristata
74488	33550	2	2	2	1	1	family	Thryonomyidae
10168	74488	2	2	2	1	1	genus	Thryonomys
10169	10168	2	2	2	1	1	species	Thryonomys swinderianus
30644	33550	1	1	1	0	0	family	Capromyidae
34841	30644	1	1	1	0	0	genus	Capromys
34842	34841	1	1	1	0	0	species	Capromys pilorides
10150	33550	1	1	1	0	0	family	Chinchillidae
10151	10150	1	1	1	0	0	genus	Chinchilla
34839	10151	1	1	1	0	0	species	Chinchilla lanigera
30645	33550	1	1	1	0	0	family	Ctenomyidae
33551	30645	1	1	1	0	0	genus	Ctenomys
43321	33551	1	1	1	0	0	species	Ctenomys sociabilis
723806	33550	1	1	1	0	0	family	Cuniculidae
723807	723806	1	1	1	0	0	genus	Cuniculus
108852	723807	1	1	1	0	0	species	Cuniculus paca
30646	33550	1	1	1	0	0	family	Dasyproctidae
34845	30646	1	1	1	0	0	genus	Dasyprocta
34846	34845	1	1	1	0	0	species	Dasyprocta punctata
108856	33550	1	1	1	0	0	family	Dinomyidae
108857	108856	1	1	1	0	0	genus	Dinomys
108858	108857	1	1	1	0	0	species	Dinomys branickii
10155	33550	1	1	1	0	0	family	Myocastoridae
10156	10155	1	1	1	0	0	genus	Myocastor
10157	10156	1	1	1	0	0	species	Myocastor coypus
99599	33550	1	1	1	0	0	family	Petromuridae
10182	99599	1	1	1	0	0	genus	Petromus
10183	10182	1	1	1	0	0	species	Petromus typicus
1963757	9989	25	25	11	2	15	suborder	Castorimorpha
10015	1963757	11	11	5	1	7	family	Heteromyidae
38662	10015	7	7	4	1	5	subfamily	Dipodomyinae
10016	38662	7	7	4	1	5	genus	Dipodomys
94247	10016	4	4	1	1	4	species	Dipodomys merriami
10020	10016	1	1	1	0	0	species	Dipodomys ordii
105255	10016	1	1	1	1	1	species	Dipodomys spectabilis
323379	10016	1	1	1	0	0	species	Dipodomys stephensi
38663	10015	4	4	3	1	2	subfamily	Perognathinae
37442	38663	4	4	3	1	2	genus	Perognathus
38669	37442	4	4	3	1	2	species	Perognathus longimembris
214514	38669	2	2	2	1	0	subspecies	Perognathus longimembris pacificus
29132	1963757	8	8	6	2	4	family	Castoridae
10184	29132	8	8	6	2	4	genus	Castor
51338	10184	6	6	5	1	2	species	Castor canadensis
10185	10184	2	2	1	1	2	species	Castor fiber
10010	1963757	6	6	3	1	4	family	Geomyidae
3774376	10010	5	5	3	1	4	genus	Megascapheus
3774380	3774376	5	5	3	1	4	species	Megascapheus bottae
2983910	3774380	1	1	1	1	0	subspecies	Thomomys bottae limpiae
13544	10010	1	1	1	1	0	genus	Geomys
27682	13544	1	1	1	1	0	species	Geomys bursarius
1963759	9989	3	3	2	1	2	suborder	Anomaluromorpha
101663	1963759	2	2	1	1	2	family	Anomaluridae
101664	101663	2	2	1	1	2	genus	Anomalurus
2022012	101664	2	2	1	1	2	species	Anomalurus derbianus
10021	1963759	1	1	1	0	0	family	Pedetidae
10022	10021	1	1	1	0	0	genus	Pedetes
10023	10022	1	1	1	0	0	species	Pedetes capensis
9975	314147	36	36	24	6	12	order	Lagomorpha
9979	9975	29	29	20	6	9	family	Leporidae
9980	9979	17	17	12	5	7	genus	Lepus
48086	9980	3	3	2	1	2	species	Lepus americanus
9983	9980	3	3	2	1	0	species	Lepus europaeus
62621	9980	3	3	2	2	2	species	Lepus timidus
63225	9980	2	2	1	1	2	species	Lepus townsendii
301146	9980	2	2	2	1	0	species	Lepus yarkandensis
9981	9980	1	1	1	0	0	species	Lepus capensis
187398	9980	1	1	1	1	1	species	Lepus castroviejoi
112018	9980	1	1	1	1	0	species	Lepus oiostolus
283924	9980	1	1	1	1	0	species	Lepus tolai
9984	9979	9	9	6	3	2	genus	Oryctolagus
9986	9984	9	9	6	3	2	species	Oryctolagus cuniculus
568996	9986	1	1	1	0	0	subspecies	Oryctolagus cuniculus cuniculus
9987	9979	3	3	2	0	0	genus	Sylvilagus
9988	9987	2	2	1	0	0	species	Sylvilagus floridanus
365149	9987	1	1	1	0	0	species	Sylvilagus bachmani
9976	9975	7	7	5	2	3	family	Ochotonidae
9977	9976	7	7	5	2	3	genus	Ochotona
9978	9977	5	5	3	1	3	species	Ochotona princeps
1881634	9977	1	1	1	1	0	species	Ochotona argentata
130825	9977	1	1	1	1	0	species	Ochotona curzoniae
9392	314146	5	5	4	2	0	order	Scandentia
9393	9392	5	5	4	2	0	family	Tupaiidae
9394	9393	5	5	4	2	0	genus	Tupaia
37347	9394	3	3	3	2	0	species	Tupaia belangeri
246437	37347	2	2	2	1	0	subspecies	Tupaia belangeri chinensis
70687	9394	2	2	2	0	0	species	Tupaia tana
30656	314146	4	4	3	2	2	order	Dermoptera
30657	30656	4	4	3	2	2	family	Cynocephalidae
9456	30657	2	2	1	1	2	genus	Cynocephalus
110931	9456	2	2	1	1	2	species	Cynocephalus volans
482536	30657	2	2	2	1	0	genus	Galeopterus
482537	482536	2	2	2	1	0	species	Galeopterus variegatus
314145	1437010	1585	1585	364	79	360	superorder	Laurasiatheria
91561	314145	872	872	214	49	113	order	Artiodactyla
9845	91561	636	636	143	37	46	suborder	Ruminantia
35500	9845	632	632	143	37	46	infraorder	Pecora
9895	35500	535	535	102	30	24	family	Bovidae
27592	9895	305	305	59	19	9	subfamily	Bovinae
9903	27592	272	272	45	16	8	genus	Bos
9913	9903	200	200	24	12	2	species	Bos taurus
9915	9903	45	45	8	6	4	species	Bos indicus
30522	9903	9	9	3	1	1	species	Bos indicus x Bos taurus
30521	9903	5	5	5	2	0	species	Bos grunniens
72004	9903	4	4	4	1	0	species	Bos mutus
30520	9903	3	3	3	1	1	species	Bos frontalis
9904	9903	2	2	2	2	0	species	Bos gaurus
331036	9903	2	2	1	0	0	species	Bos grunniens x Bos taurus
1705790	9903	1	1	1	0	0	species	Bos gaurus x Bos taurus
9906	9903	1	1	1	1	0	species	Bos javanicus
9918	27592	16	16	10	3	0	genus	Bubalus
89462	9918	13	13	8	3	0	species	Bubalus bubalis
391902	89462	6	6	2	1	0	subspecies	Bubalus bubalis bubalis
3119969	9918	2	2	2	0	0	species	Bubalus kerabau
27596	9918	1	1	1	0	0	species	Bubalus depressicornis
9944	27592	9	9	3	2	1	genus	Tragelaphus
69297	9944	3	3	3	2	1	species	Tragelaphus eurycerus
2878564	69297	1	1	1	1	0	subspecies	Tragelaphus eurycerus isaaci
69296	9944	1	1	1	0	0	species	Tragelaphus buxtoni
9947	9944	1	1	1	0	0	species	Tragelaphus imberbis
9945	9944	1	1	1	0	0	species	Tragelaphus oryx
66440	9944	1	1	1	0	0	species	Tragelaphus scriptus
69298	9944	1	1	1	0	0	species	Tragelaphus spekii
9946	9944	1	1	1	0	0	species	Tragelaphus strepsiceros
2510329	27592	3	3	2	0	0	no rank	Bovinae intergeneric hybrids
297284	2510329	3	3	2	0	0	species	Bos taurus x Bison bison
9900	27592	2	2	2	1	0	genus	Bison
9901	9900	1	1	1	0	0	species	Bison bison
43346	9901	1	1	1	0	0	subspecies	Bison bison bison
9902	9900	1	1	1	1	0	species	Bison bonasus
9969	27592	2	2	2	0	0	genus	Syncerus
9970	9969	2	2	2	0	0	species	Syncerus caffer
97362	27592	1	1	1	0	0	genus	Pseudoryx
97363	97362	1	1	1	0	0	species	Pseudoryx nghetinhensis
9963	9895	194	194	46	18	11	subfamily	Caprinae
9935	9963	108	108	28	13	1	genus	Ovis
9940	9935	93	93	19	9	1	species	Ovis aries
9938	9940	1	1	1	0	0	subspecies	Ovis aries musimon
30527	9935	5	5	5	1	0	species	Ovis ammon
72760	30527	1	1	1	1	0	subspecies	Ovis ammon darwini
230172	30527	1	1	1	0	0	subspecies	Ovis ammon polii
37174	9935	4	4	3	2	0	species	Ovis canadensis
112262	37174	1	1	1	1	0	subspecies	Ovis canadensis canadensis
2918886	9935	2	2	1	0	0	species	Ovis ammon polii x Ovis aries
59896	9935	2	2	2	2	0	species	Ovis vignei
509059	59896	1	1	1	1	0	subspecies	Ovis vignei punjabiensis
56194	9935	1	1	1	1	0	species	Ovis nivicola
1867112	56194	1	1	1	1	0	subspecies	Ovis nivicola lydekkeri
469796	9935	1	1	1	0	0	species	Ovis orientalis
9922	9963	76	76	21	9	9	genus	Capra
9925	9922	68	68	15	6	4	species	Capra hircus
9923	9922	2	2	2	1	1	species	Capra aegagrus
72542	9922	2	2	2	1	1	species	Capra ibex
72543	9922	2	2	1	1	2	species	Capra nubiana
48167	9922	1	1	1	1	1	species	Capra falconeri
72544	9922	1	1	1	1	0	species	Capra sibirica
37175	9963	3	3	3	1	0	genus	Ovibos
37176	37175	3	3	3	1	0	species	Ovibos moschatus
9898	9963	1	1	1	1	0	genus	Ammotragus
9899	9898	1	1	1	1	0	species	Ammotragus lervia
37180	9963	1	1	1	0	0	genus	Budorcas
37181	37180	1	1	1	0	0	species	Budorcas taxicolor
9965	9963	1	1	1	1	0	genus	Capricornis
34865	9965	1	1	1	1	0	species	Capricornis sumatraensis
3349690	9963	1	1	1	0	0	genus	Nilgiritragus
3349691	3349690	1	1	1	0	0	species	Nilgiritragus hylocrius
34872	9963	1	1	1	1	0	genus	Oreamnos
34873	34872	1	1	1	1	0	species	Oreamnos americanus
59541	9963	1	1	1	1	0	genus	Pseudois
59542	59541	1	1	1	1	0	species	Pseudois nayaur
34868	9963	1	1	1	1	1	genus	Rupicapra
34869	34868	1	1	1	1	1	species	Rupicapra rupicapra
9948	9895	16	16	6	2	2	subfamily	Antilopinae
457560	9948	3	3	3	1	1	genus	Nanger
67940	457560	2	2	2	1	1	species	Nanger dama
67941	67940	1	1	1	0	0	subspecies	Nanger dama ruficollis
27591	457560	1	1	1	0	0	species	Nanger granti
66441	9948	2	2	1	0	0	genus	Neotragus
66442	66441	1	1	1	0	0	species	Neotragus moschatus
1027985	66441	1	1	1	0	0	species	Neotragus pygmaeus
59537	9948	2	2	2	1	1	genus	Pantholops
59538	59537	2	2	2	1	1	species	Pantholops hodgsonii
59522	9948	1	1	1	0	0	genus	Antidorcas
59523	59522	1	1	1	0	0	species	Antidorcas marsupialis
936348	9948	1	1	1	0	0	genus	Eudorcas
69308	936348	1	1	1	0	0	species	Eudorcas thomsonii
69310	9948	1	1	1	0	0	genus	Litocranius
69311	69310	1	1	1	0	0	species	Litocranius walleri
9950	9948	1	1	1	0	0	genus	Madoqua
66434	9950	1	1	1	0	0	species	Madoqua kirkii
66443	9948	1	1	1	0	0	genus	Oreotragus
66444	66443	1	1	1	0	0	species	Oreotragus oreotragus
59535	9948	1	1	1	0	0	genus	Ourebia
59536	59535	1	1	1	0	0	species	Ourebia ourebi
59539	9948	1	1	1	0	0	genus	Procapra
157668	59539	1	1	1	0	0	species	Procapra przewalskii
59543	9948	1	1	1	0	0	genus	Raphicerus
59544	59543	1	1	1	0	0	species	Raphicerus campestris
34874	9948	1	1	1	0	0	genus	Saiga
34875	34874	1	1	1	0	0	species	Saiga tatarica
9959	9895	7	7	6	1	0	subfamily	Hippotraginae
9957	9959	3	3	3	1	0	genus	Oryx
9958	9957	2	2	2	0	0	species	Oryx gazella
59534	9957	1	1	1	1	0	species	Oryx dammah
59514	9959	2	2	2	0	0	genus	Addax
59515	59514	2	2	2	0	0	species	Addax nasomaculatus
37184	9959	2	2	2	0	0	genus	Hippotragus
37186	37184	1	1	1	0	0	species	Hippotragus equinus
37189	37184	1	1	1	0	0	species	Hippotragus niger
82127	37189	1	1	1	0	0	subspecies	Hippotragus niger niger
9952	9895	5	5	2	1	2	subfamily	Cephalophinae
3033999	9952	2	2	1	1	2	genus	Cephalophula
129233	3033999	2	2	1	1	2	species	Cephalophula zebra
9954	9952	1	1	1	0	0	genus	Cephalophus
129224	9954	1	1	1	0	0	species	Cephalophus harveyi
907740	9952	1	1	1	0	0	genus	Philantomba
907741	907740	1	1	1	0	0	species	Philantomba maxwellii
119561	9952	1	1	1	0	0	genus	Sylvicapra
119562	119561	1	1	1	0	0	species	Sylvicapra grimmia
37170	9895	4	4	2	0	0	subfamily	Alcelaphinae
59516	37170	1	1	1	0	0	genus	Alcelaphus
59517	59516	1	1	1	0	0	species	Alcelaphus buselaphus
59526	37170	1	1	1	0	0	genus	Beatragus
59527	59526	1	1	1	0	0	species	Beatragus hunteri
9926	37170	1	1	1	0	0	genus	Connochaetes
9927	9926	1	1	1	0	0	species	Connochaetes taurinus
9928	37170	1	1	1	0	0	genus	Damaliscus
9929	9928	1	1	1	0	0	species	Damaliscus lunatus
59549	9895	3	3	2	1	0	subfamily	Reduncinae
9961	59549	2	2	2	1	0	genus	Kobus
9962	9961	1	1	1	0	0	species	Kobus ellipsiprymnus
59531	9961	1	1	1	1	0	species	Kobus leche
91880	59531	1	1	1	1	0	subspecies	Kobus leche leche
59553	59549	1	1	1	0	0	genus	Redunca
59556	59553	1	1	1	0	0	species	Redunca redunca
37169	9895	1	1	1	0	0	subfamily	Aepycerotinae
9896	37169	1	1	1	0	0	genus	Aepyceros
9897	9896	1	1	1	0	0	species	Aepyceros melampus
9850	35500	73	73	45	11	19	family	Cervidae
9881	9850	29	29	24	6	8	subfamily	Odocoileinae
9871	9881	10	10	9	2	5	genus	Odocoileus
9872	9871	5	5	5	2	4	species	Odocoileus hemionus
9877	9872	1	1	1	1	0	subspecies	Odocoileus hemionus hemionus
